county_state,year,population
"MOORE, TENNESSEE",2025,6920
"MORGAN, TENNESSEE",2016,21741
"MORGAN, TENNESSEE",2017,21555
"MORGAN, TENNESSEE",2018,21534
"MORGAN, TENNESSEE",2019,21403
"MORGAN, TENNESSEE",2020,21051
"MORGAN, TENNESSEE",2021,21137
"MORGAN, TENNESSEE",2022,21184
"MORGAN, TENNESSEE",2023,21542
"MORGAN, TENNESSEE",2024,22075
"MORGAN, TENNESSEE",2025,22160
"OBION, TENNESSEE",2016,30547
"OBION, TENNESSEE",2017,30375
"OBION, TENNESSEE",2018,30274
"OBION, TENNESSEE",2019,30069
"OBION, TENNESSEE",2020,30779
"OBION, TENNESSEE",2021,30467
"OBION, TENNESSEE",2022,30360
"OBION, TENNESSEE",2023,30402
"OBION, TENNESSEE",2024,30256
"OBION, TENNESSEE",2025,30067
"OVERTON, TENNESSEE",2016,21964
"OVERTON, TENNESSEE",2017,21998
"OVERTON, TENNESSEE",2018,22068
"OVERTON, TENNESSEE",2019,22241
"OVERTON, TENNESSEE",2020,22590
"OVERTON, TENNESSEE",2021,22828
"OVERTON, TENNESSEE",2022,22974
"OVERTON, TENNESSEE",2023,23352
"OVERTON, TENNESSEE",2024,23582
"OVERTON, TENNESSEE",2025,23787
"PERRY, TENNESSEE",2016,7880
"PERRY, TENNESSEE",2017,7954
"PERRY, TENNESSEE",2018,8050
"PERRY, TENNESSEE",2019,8076
"PERRY, TENNESSEE",2020,8383
"PERRY, TENNESSEE",2021,8496
"PERRY, TENNESSEE",2022,8692
"PERRY, TENNESSEE",2023,8927
"PERRY, TENNESSEE",2024,8986
"PERRY, TENNESSEE",2025,9126
"PICKETT, TENNESSEE",2016,5091
"PICKETT, TENNESSEE",2017,5062
"PICKETT, TENNESSEE",2018,5053
"PICKETT, TENNESSEE",2019,5048
"PICKETT, TENNESSEE",2020,5002
"PICKETT, TENNESSEE",2021,5073
"PICKETT, TENNESSEE",2022,5106
"PICKETT, TENNESSEE",2023,5129
"PICKETT, TENNESSEE",2024,5146
"PICKETT, TENNESSEE",2025,5219
"POLK, TENNESSEE",2016,16794
"POLK, TENNESSEE",2017,16759
"POLK, TENNESSEE",2018,16918
"POLK, TENNESSEE",2019,16832
"POLK, TENNESSEE",2020,17558
"POLK, TENNESSEE",2021,17704
"POLK, TENNESSEE",2022,17776
"POLK, TENNESSEE",2023,18064
"POLK, TENNESSEE",2024,18408
"POLK, TENNESSEE",2025,18592
"PUTNAM, TENNESSEE",2016,75985
"PUTNAM, TENNESSEE",2017,77299
"PUTNAM, TENNESSEE",2018,78631
"PUTNAM, TENNESSEE",2019,80245
"PUTNAM, TENNESSEE",2020,80101
"PUTNAM, TENNESSEE",2021,81281
"PUTNAM, TENNESSEE",2022,82590
"PUTNAM, TENNESSEE",2023,83902
"PUTNAM, TENNESSEE",2024,85011
"PUTNAM, TENNESSEE",2025,86612
"RHEA, TENNESSEE",2016,32474
"RHEA, TENNESSEE",2017,32671
"RHEA, TENNESSEE",2018,32911
"RHEA, TENNESSEE",2019,33167
"RHEA, TENNESSEE",2020,33302
"RHEA, TENNESSEE",2021,33508
"RHEA, TENNESSEE",2022,33999
"RHEA, TENNESSEE",2023,34264
"RHEA, TENNESSEE",2024,34716
"RHEA, TENNESSEE",2025,34844
"ROANE, TENNESSEE",2016,52944
"ROANE, TENNESSEE",2017,53020
"ROANE, TENNESSEE",2018,53258
"ROANE, TENNESSEE",2019,53382
"ROANE, TENNESSEE",2020,53666
"ROANE, TENNESSEE",2021,54165
"ROANE, TENNESSEE",2022,55279
"ROANE, TENNESSEE",2023,56218
"ROANE, TENNESSEE",2024,56769
"ROANE, TENNESSEE",2025,57395
"ROBERTSON, TENNESSEE",2016,69393
"ROBERTSON, TENNESSEE",2017,70328
"ROBERTSON, TENNESSEE",2018,71179
"ROBERTSON, TENNESSEE",2019,71813
"ROBERTSON, TENNESSEE",2020,72958
"ROBERTSON, TENNESSEE",2021,74047
"ROBERTSON, TENNESSEE",2022,75402
"ROBERTSON, TENNESSEE",2023,76948
"ROBERTSON, TENNESSEE",2024,78830
"ROBERTSON, TENNESSEE",2025,80175
"RUTHERFORD, TENNESSEE",2016,307415
"RUTHERFORD, TENNESSEE",2017,316531
"RUTHERFORD, TENNESSEE",2018,324647
"RUTHERFORD, TENNESSEE",2019,332285
"RUTHERFORD, TENNESSEE",2020,343285
"RUTHERFORD, TENNESSEE",2021,351202
"RUTHERFORD, TENNESSEE",2022,362373
"RUTHERFORD, TENNESSEE",2023,370483
"RUTHERFORD, TENNESSEE",2024,380086
"RUTHERFORD, TENNESSEE",2025,386352
"SCOTT, TENNESSEE",2016,21890
"SCOTT, TENNESSEE",2017,21964
"SCOTT, TENNESSEE",2018,22028
"SCOTT, TENNESSEE",2019,22068
"SCOTT, TENNESSEE",2020,21880
"SCOTT, TENNESSEE",2021,21904
"SCOTT, TENNESSEE",2022,22038
"SCOTT, TENNESSEE",2023,22253
"SCOTT, TENNESSEE",2024,22553
"SCOTT, TENNESSEE",2025,22671
"SEQUATCHIE, TENNESSEE",2016,14754
"SEQUATCHIE, TENNESSEE",2017,14767
"SEQUATCHIE, TENNESSEE",2018,14891
"SEQUATCHIE, TENNESSEE",2019,15026
"SEQUATCHIE, TENNESSEE",2020,15848
"SEQUATCHIE, TENNESSEE",2021,16447
"SEQUATCHIE, TENNESSEE",2022,16917
"SEQUATCHIE, TENNESSEE",2023,17168
"SEQUATCHIE, TENNESSEE",2024,17609
"SEQUATCHIE, TENNESSEE",2025,17861
"SEVIER, TENNESSEE",2016,96470
"SEVIER, TENNESSEE",2017,97307
"SEVIER, TENNESSEE",2018,97895
"SEVIER, TENNESSEE",2019,98250
"SEVIER, TENNESSEE",2020,98848
"SEVIER, TENNESSEE",2021,99625
"SEVIER, TENNESSEE",2022,99362
"SEVIER, TENNESSEE",2023,100410
"SEVIER, TENNESSEE",2024,101224
"SEVIER, TENNESSEE",2025,101342
"SHELBY, TENNESSEE",2016,936021
"SHELBY, TENNESSEE",2017,935251
"SHELBY, TENNESSEE",2018,936365
"SHELBY, TENNESSEE",2019,937166
"SHELBY, TENNESSEE",2020,929720
"SHELBY, TENNESSEE",2021,923315
"SHELBY, TENNESSEE",2022,919092
"SHELBY, TENNESSEE",2023,915501
"SHELBY, TENNESSEE",2024,915438
"SHELBY, TENNESSEE",2025,910226
"SMITH, TENNESSEE",2016,19526
"SMITH, TENNESSEE",2017,19732
"SMITH, TENNESSEE",2018,19979
"SMITH, TENNESSEE",2019,20157
"SMITH, TENNESSEE",2020,19963
"SMITH, TENNESSEE",2021,20175
"SMITH, TENNESSEE",2022,20471
"SMITH, TENNESSEE",2023,20538
"SMITH, TENNESSEE",2024,20785
"SMITH, TENNESSEE",2025,20981
"STEWART, TENNESSEE",2016,13190
"STEWART, TENNESSEE",2017,13422
"STEWART, TENNESSEE",2018,13619
"STEWART, TENNESSEE",2019,13715
"STEWART, TENNESSEE",2020,13708
"STEWART, TENNESSEE",2021,13820
"STEWART, TENNESSEE",2022,14011
"STEWART, TENNESSEE",2023,14269
"STEWART, TENNESSEE",2024,14373
"STEWART, TENNESSEE",2025,14439
"SULLIVAN, TENNESSEE",2016,156182
"SULLIVAN, TENNESSEE",2017,156924
"SULLIVAN, TENNESSEE",2018,157599
"SULLIVAN, TENNESSEE",2019,158348
"SULLIVAN, TENNESSEE",2020,158238
"SULLIVAN, TENNESSEE",2021,159250
"SULLIVAN, TENNESSEE",2022,160899
"SULLIVAN, TENNESSEE",2023,161953
"SULLIVAN, TENNESSEE",2024,162709
"SULLIVAN, TENNESSEE",2025,163759
"SUMNER, TENNESSEE",2016,179332
"SUMNER, TENNESSEE",2017,183756
"SUMNER, TENNESSEE",2018,187490
"SUMNER, TENNESSEE",2019,191283
"SUMNER, TENNESSEE",2020,197416
"SUMNER, TENNESSEE",2021,200578
"SUMNER, TENNESSEE",2022,204002
"SUMNER, TENNESSEE",2023,208501
"SUMNER, TENNESSEE",2024,212181
"SUMNER, TENNESSEE",2025,215538
"TIPTON, TENNESSEE",2016,61223
"TIPTON, TENNESSEE",2017,61305
"TIPTON, TENNESSEE",2018,61576
"TIPTON, TENNESSEE",2019,61599
"TIPTON, TENNESSEE",2020,61050
"TIPTON, TENNESSEE",2021,61083
"TIPTON, TENNESSEE",2022,61606
"TIPTON, TENNESSEE",2023,61957
"TIPTON, TENNESSEE",2024,62306
"TIPTON, TENNESSEE",2025,62287
"TROUSDALE, TENNESSEE",2016,9955
"TROUSDALE, TENNESSEE",2017,10831
"TROUSDALE, TENNESSEE",2018,11033
"TROUSDALE, TENNESSEE",2019,11284
"TROUSDALE, TENNESSEE",2020,11646
"TROUSDALE, TENNESSEE",2021,11621
"TROUSDALE, TENNESSEE",2022,12089
"TROUSDALE, TENNESSEE",2023,12327
"TROUSDALE, TENNESSEE",2024,12189
"TROUSDALE, TENNESSEE",2025,12623
"UNICOI, TENNESSEE",2016,17737
"UNICOI, TENNESSEE",2017,17796
"UNICOI, TENNESSEE",2018,17822
"UNICOI, TENNESSEE",2019,17883
"UNICOI, TENNESSEE",2020,17873
"UNICOI, TENNESSEE",2021,17617
"UNICOI, TENNESSEE",2022,17607
"UNICOI, TENNESSEE",2023,17823
"UNICOI, TENNESSEE",2024,17925
"UNICOI, TENNESSEE",2025,17856
"UNION, TENNESSEE",2016,19219
"UNION, TENNESSEE",2017,19399
"UNION, TENNESSEE",2018,19689
"UNION, TENNESSEE",2019,19972
"UNION, TENNESSEE",2020,19847
"UNION, TENNESSEE",2021,20020
"UNION, TENNESSEE",2022,20483
"UNION, TENNESSEE",2023,20760
"UNION, TENNESSEE",2024,21136
"UNION, TENNESSEE",2025,21450
"VAN BUREN, TENNESSEE",2016,5721
"VAN BUREN, TENNESSEE",2017,5747
"VAN BUREN, TENNESSEE",2018,5763
"VAN BUREN, TENNESSEE",2019,5872
"VAN BUREN, TENNESSEE",2020,6174
"VAN BUREN, TENNESSEE",2021,6297
"VAN BUREN, TENNESSEE",2022,6457
"VAN BUREN, TENNESSEE",2023,6576
"VAN BUREN, TENNESSEE",2024,6683
"VAN BUREN, TENNESSEE",2025,6874
"WARREN, TENNESSEE",2016,40428
"WARREN, TENNESSEE",2017,40717
"WARREN, TENNESSEE",2018,40826
"WARREN, TENNESSEE",2019,41277
"WARREN, TENNESSEE",2020,41057
"WARREN, TENNESSEE",2021,41478
"WARREN, TENNESSEE",2022,41978
"WARREN, TENNESSEE",2023,42615
"WARREN, TENNESSEE",2024,43544
"WARREN, TENNESSEE",2025,43717
"WASHINGTON, TENNESSEE",2016,127247
"WASHINGTON, TENNESSEE",2017,127603
"WASHINGTON, TENNESSEE",2018,128661
"WASHINGTON, TENNESSEE",2019,129375
"WASHINGTON, TENNESSEE",2020,133211
"WASHINGTON, TENNESSEE",2021,133461
"WASHINGTON, TENNESSEE",2022,136273
"WASHINGTON, TENNESSEE",2023,138454
"WASHINGTON, TENNESSEE",2024,139574
"WASHINGTON, TENNESSEE",2025,141199
"WAYNE, TENNESSEE",2016,16747
"WAYNE, TENNESSEE",2017,16641
"WAYNE, TENNESSEE",2018,16635
"WAYNE, TENNESSEE",2019,16673
"WAYNE, TENNESSEE",2020,16220
"WAYNE, TENNESSEE",2021,16331
"WAYNE, TENNESSEE",2022,16254
"WAYNE, TENNESSEE",2023,16050
"WAYNE, TENNESSEE",2024,16034
"WAYNE, TENNESSEE",2025,16416
"WEAKLEY, TENNESSEE",2016,33610
"WEAKLEY, TENNESSEE",2017,33325
"WEAKLEY, TENNESSEE",2018,33413
"WEAKLEY, TENNESSEE",2019,33328
"WEAKLEY, TENNESSEE",2020,32908
"WEAKLEY, TENNESSEE",2021,32905
"WEAKLEY, TENNESSEE",2022,33052
"WEAKLEY, TENNESSEE",2023,33167
"WEAKLEY, TENNESSEE",2024,33216
"WEAKLEY, TENNESSEE",2025,33261
"WHITE, TENNESSEE",2016,26463
"WHITE, TENNESSEE",2017,26764
"WHITE, TENNESSEE",2018,27086
"WHITE, TENNESSEE",2019,27345
"WHITE, TENNESSEE",2020,27441
"WHITE, TENNESSEE",2021,27559
"WHITE, TENNESSEE",2022,28016
"WHITE, TENNESSEE",2023,28715
"WHITE, TENNESSEE",2024,29227
"WHITE, TENNESSEE",2025,29612
"WILLIAMSON, TENNESSEE",2016,218903
"WILLIAMSON, TENNESSEE",2017,226048
"WILLIAMSON, TENNESSEE",2018,231978
"WILLIAMSON, TENNESSEE",2019,238412
"WILLIAMSON, TENNESSEE",2020,249614
"WILLIAMSON, TENNESSEE",2021,256192
"WILLIAMSON, TENNESSEE",2022,261335
"WILLIAMSON, TENNESSEE",2023,264898
"WILLIAMSON, TENNESSEE",2024,268486
"WILLIAMSON, TENNESSEE",2025,272061
"WILSON, TENNESSEE",2016,132494
"WILSON, TENNESSEE",2017,136691
"WILSON, TENNESSEE",2018,140954
"WILSON, TENNESSEE",2019,144657
"WILSON, TENNESSEE",2020,148654
"WILSON, TENNESSEE",2021,152095
"WILSON, TENNESSEE",2022,158979
"WILSON, TENNESSEE",2023,164275
"WILSON, TENNESSEE",2024,170340
"WILSON, TENNESSEE",2025,175033
