BEGIN_DATE,BEGIN_TIME,END_DATE,END_TIME,EPISODE_ID,EVENT_ID,EVENT_TYPE,CZ_NAME,CZ_TIMEZONE,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,road_closures,power_outage,total_severity
01-MAR-17,07:06:00,01-MAR-17,07:06:00,114118,683876,Thunderstorm Wind,"DAVIDSON, TENNESSEE",CST-6,0,0,0,0,5000,0,36.2237,-86.7581,36.2237,-86.7581,False,False,0.8617434040351785
01-MAR-17,08:05:00,01-MAR-17,08:18:00,114118,685288,Thunderstorm Wind,"PUTNAM, TENNESSEE",CST-6,0,0,0,0,25000,0,36.1376,-85.7464,36.1858,-85.5588,False,False,0.8959842214174858
01-MAR-17,07:10:00,01-MAR-17,07:10:00,114118,683877,Thunderstorm Wind,"DAVIDSON, TENNESSEE",CST-6,0,0,0,0,5000,0,36.2502,-86.6428,36.2502,-86.6428,False,False,0.8617434040351785
01-MAR-17,07:10:00,01-MAR-17,07:10:00,114118,683878,Thunderstorm Wind,"DAVIDSON, TENNESSEE",CST-6,0,0,0,0,0,0,36.1608,-86.6212,36.1608,-86.6212,False,False,0.2985967408173823
01-MAR-17,08:17:00,01-MAR-17,08:17:00,114118,685604,Thunderstorm Wind,"CLAY, TENNESSEE",CST-6,0,0,0,0,1000,0,36.6009,-85.6632,36.6009,-85.6632,False,False,0.6811627004655976
01-MAR-17,06:11:00,01-MAR-17,06:11:00,114118,685815,Thunderstorm Wind,"HUMPHREYS, TENNESSEE",CST-6,0,0,0,0,3000,0,36.0327,-87.7671,36.0327,-87.7671,False,False,0.8290222452146921
01-MAR-17,08:02:00,01-MAR-17,08:02:00,114118,685878,Thunderstorm Wind,"SMITH, TENNESSEE",CST-6,0,0,0,0,2000,0,36.1928,-85.8141,36.1928,-85.8141,True,False,0.9416063114330057
01-MAR-17,08:03:00,01-MAR-17,08:03:00,114118,685286,Thunderstorm Wind,"CLAY, TENNESSEE",CST-6,0,0,0,0,1000,0,36.5842,-85.7651,36.5842,-85.7651,False,True,0.9364653388515262
01-MAR-17,08:23:00,01-MAR-17,08:23:00,114118,685287,Thunderstorm Wind,"CLAY, TENNESSEE",CST-6,0,0,0,0,1000,0,36.4835,-85.5016,36.4835,-85.5016,False,False,0.6811627004655976
11-MAR-17,00:00:00,11-MAR-17,09:00:00,114527,686839,Winter Weather,"ROBERTSON, TENNESSEE",CST-6,0,0,0,0,0,0,,,,,False,False,0.2985967408173823
11-MAR-17,00:00:00,11-MAR-17,09:00:00,114527,686840,Winter Weather,"RUTHERFORD, TENNESSEE",CST-6,0,0,0,0,0,0,,,,,False,False,0.2985967408173823
11-MAR-17,18:00:00,12-MAR-17,00:00:00,114527,686844,Winter Weather,"WAYNE, TENNESSEE",CST-6,0,0,0,0,0,0,,,,,False,False,0.2985967408173823
01-MAR-17,08:20:00,01-MAR-17,08:20:00,114118,685289,Thunderstorm Wind,"PUTNAM, TENNESSEE",CST-6,0,0,0,0,10,0,36.17,-85.5,36.17,-85.5,False,True,0.9121184687015003
01-MAR-17,07:51:00,01-MAR-17,07:56:00,114118,685098,Tornado,"SMITH, TENNESSEE",CST-6,0,0,0,0,40,0,36.1167,-85.9809,36.127,-85.9121,True,False,0.9215274185204345
01-MAR-17,07:07:00,01-MAR-17,07:07:00,114118,690295,Thunderstorm Wind,"DAVIDSON, TENNESSEE",CST-6,0,0,0,0,5000,0,36.27,-86.83,36.27,-86.83,False,False,0.8617434040351785
09-MAR-17,19:57:00,09-MAR-17,19:57:00,114423,686063,Hail,"DICKSON, TENNESSEE",CST-6,0,0,0,0,0,0,36.0493,-87.418,36.0493,-87.418,False,False,0.2985967408173823
01-MAR-17,07:02:00,01-MAR-17,07:02:00,114118,683874,Hail,"WILLIAMSON, TENNESSEE",CST-6,0,0,0,0,0,0,35.92,-86.9,35.92,-86.9,False,False,0.2985967408173823
01-MAR-17,07:49:00,01-MAR-17,07:49:00,114118,685284,Thunderstorm Wind,"SMITH, TENNESSEE",CST-6,0,0,0,0,3000,0,36.1091,-86.0377,36.1091,-86.0377,False,False,0.8290222452146921
