YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE
202105,157094,949525,1,0.69,N,KINZEL SPGS,35.69,-83.8
202102,156583,946120,1,1.31,SSW,LAGUARDO,36.2823,-86.4585
202102,156583,946127,1,1.35,SE,ANTIOCH,36.254,-85.6362
202102,156583,946127,2,1.24,N,UNION HILL,36.2479,-85.6289
202102,156583,946127,3,1.37,N,UNION HILL,36.2496,-85.6258
202102,156583,946127,4,1.37,SE,ANTIOCH,36.2555,-85.6331
202102,156583,946128,1,2.37,ENE,FLEWELLYN,36.4957,-86.932
202102,156583,946128,2,2.2,S,KINNEY,36.4984,-86.925
202102,156583,946128,3,2.38,S,SPRINGFIELD MUNI ARP,36.4957,-86.9247
202102,156583,946128,4,2.4,ENE,FLEWELLYN,36.4942,-86.9306
202105,157094,949528,1,0.69,N,PIKEVILLE,35.61,-85.2
202105,157094,949530,1,2.88,ESE,WHEAT,35.92,-84.33
202105,157094,949527,1,2.07,S,STOWERS,36.2,-84.82
202105,157094,949531,1,0.0,N,SEVIERVILLE,35.87,-83.57
202105,157094,949532,1,0.56,W,HAPPY VLY,35.62,-83.96
202105,157094,949533,1,0.69,N,PIKEVILLE,35.61,-85.2
202105,157094,953017,1,2.0,N,CHATANOOGA MUNI ARPT,35.209,-85.18
202105,157094,953017,2,2.0,WNW,CHATANOOGA MUNI ARPT,35.1911,-85.2127
202105,157094,953017,3,0.0,N,CHATANOOGA MUNI ARPT,35.18,-85.18
202105,157094,953017,4,1.0,NE,CHATANOOGA MUNI ARPT,35.1902,-85.1675
202105,157099,949539,1,1.49,SSW,SOUTH PITTSBURG,35.01,-85.71
202105,157099,949540,1,1.33,ESE,ANTIOCH,35.01,-85.66
202105,157099,949541,1,0.69,S,JASPER,35.07,-85.63
202105,157099,949542,1,0.89,NW,ALTON PARK,35.01,-85.33
202106,158465,958010,1,0.89,SE,SPRING CITY,35.69,-84.86
202106,158465,958011,1,1.38,N,CLEVELAND,35.19,-84.88
202106,158465,958012,1,0.56,E,MOWBRAY,35.28,-85.22
202106,159731,969531,1,3.32,S,BELDON,36.5519,-87.2211
202106,159736,966155,1,0.89,SE,TENNESSEE CITY,36.09,-87.51
202106,159736,966156,1,0.84,SW,CHARLOTTE,36.1706,-87.3397
202106,159736,966157,1,1.81,WNW,PINNACLE,36.36,-86.96
202106,159736,966158,1,0.89,SW,LIVINGSTON ARPT,36.39,-85.33
202106,159736,966159,1,0.56,W,PULASKI,35.2,-87.03
202106,159736,966160,1,1.62,S,CENTER HILL,35.7769,-85.985
202106,159736,966161,1,0.57,ENE,ONWARD,35.8339,-85.521
202106,159736,966162,1,2.04,S,MOBRA,35.8508,-85.2761
202106,159736,966163,1,0.0,N,MOONEYHAM,35.75,-85.33
202106,159736,966164,1,2.15,SW,VOLUNTEER HGTS,35.9097,-85.059
202106,159736,966165,1,0.69,N,CRAB ORCHARD,35.91,-84.88
202104,157901,954435,1,1.38,N,BELLE MEADE,36.12,-86.87
202104,157902,954429,1,0.0,N,LEWISBURG,35.45,-86.8
202104,157902,954430,1,0.0,N,MURFREESBORO,35.85,-86.42
202104,157902,954431,1,0.05,NE,NORTH XRDS,35.3206,-87.3494
202104,157902,954432,1,0.0,N,FRANKLIN,35.92,-86.9
202104,157902,954434,1,0.0,N,THOMPSONS STATION,35.8,-86.92
202103,157121,949716,1,1.37,SW,WHITE STATION,35.1072,-89.9186
202103,157121,949717,1,0.41,SE,AULON,35.1262,-89.9745
202103,157121,949717,2,0.54,ESE,AULON,35.1258,-89.972
202103,157121,949717,3,0.57,SE,AULON,35.1241,-89.9729
202103,157121,949717,4,0.44,SE,AULON,35.1251,-89.9749
202103,157121,949720,1,1.17,SSE,OAK GROVE,35.2537,-88.2245
202103,157121,949720,2,1.35,SSE,OAK GROVE,35.2509,-88.2245
202103,157121,949720,3,1.45,SSE,OAK GROVE,35.2508,-88.2195
202103,157121,949720,4,1.23,SSE,OAK GROVE,35.2542,-88.22
202104,157901,954425,1,0.0,N,PLEASANT HILL,35.97,-85.18
202104,157901,954428,1,1.12,W,PLEASANT HILL,35.97,-85.2
202104,157901,954428,2,0.89,NW,POMONA RD,36.03,-85.13
202103,157121,949721,1,1.62,SE,SELMER,35.1624,-88.5812
202103,157121,949721,2,1.91,SE,SELMER,35.1609,-88.5754
202103,157121,949721,3,1.86,SE,SELMER,35.1587,-88.5797
202103,157121,949721,4,1.65,SE,SELMER,35.1612,-88.5819
202103,157121,949723,1,1.57,W,MIDDLE FORK,35.53,-88.528
202103,157121,949723,2,1.48,ENE,MIDDLE FORK,35.5398,-88.4765
202103,156881,948196,1,0.69,N,WINCHESTER,35.19,-86.12
202103,157121,949724,1,1.14,N,CENTER HILL,35.5664,-88.398
202103,157121,949739,1,1.88,SSW,SHADY HILL,35.5457,-88.3352
202103,157121,949740,1,0.0,N,SCOTTS HILL,35.52,-88.25
202103,157121,949741,1,1.88,E,CENTER HILL,35.5452,-88.3671
202103,157121,949741,2,2.0,NNW,REAGAN,35.5482,-88.3577
202103,157121,949743,1,2.04,E,LARGO,35.554,-88.064
202103,157121,949743,2,2.48,ENE,LARGO,35.558,-88.057
202103,157121,951418,1,1.24,SE,UNION CROSS,35.7387,-88.4327
202103,157121,951418,2,4.24,WSW,MIDDLE FORK,35.5059,-88.5693
202103,157121,951418,3,1.11,NE,SARDIS,35.4618,-88.2866
202103,157121,951418,4,1.22,SSE,NEW SAFFORD,35.7145,-88.2096
202103,157121,951534,1,5.2,SSW,FORTY FIVE,35.0039,-89.3638
202103,157121,951534,2,4.82,SSE,FORTY FIVE,35.003,-89.2961
202103,155932,948245,1,1.32,ENE,LYNCHBURG,35.29,-86.36
202103,155932,948245,2,2.63,WNW,LYNCHBURG,35.2959,-86.4223
202103,155932,948245,3,3.02,WSW,LYNCHBURG,35.2701,-86.4322
202103,155932,948245,4,1.56,SSE,LYNCHBURG,35.2579,-86.374
202103,155932,948246,1,1.49,SSW,OWL HOLLOW,35.18,-86.19
202103,155932,948246,2,1.39,SSW,OWL HOLLOW,35.1803,-86.1854
202103,155932,948246,3,0.98,SSW,OWL HOLLOW,35.1864,-86.1851
202103,155932,948246,4,1.07,SW,OWL HOLLOW,35.1873,-86.1909
202103,155932,948247,1,0.69,S,DECHERD,35.21,-86.08
202103,155932,948247,2,0.42,SSE,DECHERD,35.2143,-86.0775
202103,155932,948247,3,0.39,SSW,DECHERD,35.2152,-86.0835
202103,155932,948247,4,0.73,SSW,DECHERD,35.2102,-86.0847
202103,156823,947629,1,1.76,NE,BRUNSWICK,35.2875,-89.7572
202103,156823,947629,2,1.54,NE,BRUNSWICK,35.2868,-89.7621
202103,156823,947629,3,1.33,NE,BRUNSWICK,35.284,-89.7638
202103,156823,947629,4,1.58,NE,BRUNSWICK,35.2838,-89.7577
202103,156823,947632,1,1.03,SE,PISGAH HGTS,35.0414,-90.0851
202103,156823,947632,2,0.64,SSE,PISGAH HGTS,35.0414,-90.0959
202103,156823,947632,3,0.8,N,GOODMAN,35.0316,-90.0988
202103,156823,947632,4,0.98,NW,PERSEY,35.0314,-90.0804
202103,157121,949744,1,0.0,N,PARSONS,35.65,-88.13
202103,157383,951654,1,0.45,NNE,BURNT CHURCH,35.1862,-88.1276
202103,157383,951654,2,0.47,N,BURNT CHURCH,35.1868,-88.13
202103,157383,951654,3,0.37,N,BURNT CHURCH,35.1853,-88.1303
202103,157383,951654,4,0.33,NNE,BURNT CHURCH,35.1846,-88.1282
202103,156823,947643,1,1.51,N,FIVE PTS,35.5416,-88.6845
202103,156823,947643,2,2.66,NNE,MEDON,35.5077,-88.8705
202103,156823,947643,3,1.43,S,MEDON,35.4494,-88.8827
202103,156823,947643,4,3.22,SE,FIVE PTS,35.4895,-88.6368
202103,157383,951667,1,2.35,NW,OLIVEHILL,35.289,-88.0646
202103,157383,951667,2,1.96,W,BURNT CHURCH,35.1798,-88.1646
202103,157383,951667,3,2.19,SSE,BURNT CHURCH,35.1499,-88.1178
202103,157383,951667,4,1.14,E,OLIVEHILL,35.2673,-88.0101
202103,157121,950030,1,2.0,N,JACKS CREEK,35.499,-88.53
202103,157121,950031,1,1.87,W,ROY,35.5157,-88.8329
202103,157121,950032,1,6.0,SSE,JACKSON,35.5398,-88.7891
202103,156895,948229,1,0.0,N,PICKWICK DAM,35.05,-88.25
202103,156895,948229,2,3.2,NNE,PICKWICK LAKE,35.0742,-88.1831
202103,156895,948230,4,0.9,NNW,POOR,35.0424,-88.905
202103,156895,948230,1,1.1,N,POOR,35.0456,-88.9034
202103,156895,948230,2,1.34,NNW,POOR,35.0478,-88.9094
202103,156895,948230,3,1.01,NNW,POOR,35.0425,-88.9092
202103,156895,948233,1,0.96,NNE,POCAHONTAS,35.062,-88.8113
202103,156895,948233,2,2.0,N,POCAHONTAS,35.079,-88.82
202103,156895,948233,3,1.58,NNW,POCAHONTAS,35.0713,-88.8304
202103,156895,948233,4,0.57,N,POCAHONTAS,35.0583,-88.8195
202103,157121,950033,1,0.0,N,BEECH BLUFF,35.6,-88.65
202103,157121,950034,1,2.07,N,LURAY,35.61,-88.58
202103,157121,950036,1,5.0,WSW,LEXINGTON,35.6223,-88.4823
202103,156895,948235,1,0.67,E,MEDON,35.4689,-88.8681
202103,156895,948235,2,1.99,NW,MEDON,35.4908,-88.9045
202103,156895,948252,1,0.39,WSW,WILKINSVILLE,35.3974,-89.9261
202103,156895,948252,2,0.55,SW,WILKINSVILLE,35.394,-89.9264
202103,156895,948252,3,0.46,SSE,WILKINSVILLE,35.3939,-89.9165
202103,156895,948252,4,0.31,SE,WILKINSVILLE,35.3969,-89.9161
202103,156895,948253,1,0.7,W,TIPTON,35.4187,-89.8423
202103,156895,948253,2,0.23,WSW,TIPTON,35.4183,-89.8334
202103,156895,948253,3,0.4,SSW,TIPTON,35.4151,-89.8337
202103,156895,948253,4,0.74,WSW,TIPTON,35.4151,-89.8418
202103,157121,950037,1,0.0,N,BRADFORD,36.08,-88.82
202103,157121,950040,1,0.94,E,DECATURVILLE,35.582,-88.1134
202103,157121,950040,2,1.25,ENE,DECATURVILLE,35.5891,-88.1109
202103,157121,950040,3,0.75,NNE,DECATURVILLE,35.5901,-88.1249
202103,157121,950040,4,0.35,NE,DECATURVILLE,35.5836,-88.1258
202103,157121,950043,1,0.8,NNE,PERRYVILLE,35.6311,-88.0457
202103,157121,950043,2,0.85,N,PERRYVILLE,35.6323,-88.0499
202103,157121,950043,3,0.68,N,PERRYVILLE,35.6298,-88.05
202103,157121,950043,4,0.7,NNE,PERRYVILLE,35.6292,-88.0446
202103,156895,948254,1,1.27,NE,MEMPHIS,35.1435,-90.0047
202103,156895,948254,2,1.32,NE,MEMPHIS,35.1436,-90.0035
202103,156895,948254,3,1.25,NE,MEMPHIS,35.1422,-90.0036
202103,156895,948254,4,1.21,NE,MEMPHIS,35.1426,-90.0051
202103,157121,950046,1,0.0,N,JEANETTE,35.73,-88.1
202103,157121,950047,1,0.0,N,TRENTON,35.98,-88.93
202103,157121,950048,1,1.84,SE,COVINGTON,35.5486,-89.6504
202103,157121,950048,2,2.0,SE,COVINGTON,35.5461,-89.65
202103,157121,950048,3,2.02,SE,COVINGTON,35.5467,-89.6484
202103,157121,950048,4,1.91,SE,COVINGTON,35.5487,-89.6485
202103,157121,950049,1,0.9,SE,WINDY CITY,35.742,-88.9073
202103,157121,950051,1,2.83,E,SUNNYHILL,35.5333,-89.2198
202103,157121,950051,2,2.11,NE,BROWNSVILLE,35.6181,-89.2398
202103,157121,950051,3,2.89,N,CUTHBERT SWITCH,35.5718,-89.3232
202103,157121,950051,4,2.25,NNW,MEUX CORNER,35.4589,-89.4386
202103,157121,950051,5,2.02,ENE,MEUX CORNER,35.4425,-89.3875
202103,157121,950053,1,0.6,SSE,COLLIERVILLE,35.0424,-89.6649
202103,157121,950057,1,0.0,N,MOSCOW,35.07,-89.42
202103,157121,950328,1,0.34,E,JACKS CREEK,35.4703,-88.524
202103,157121,950328,2,0.43,ESE,JACKS CREEK,35.4678,-88.5229
202103,157121,950328,3,0.7,E,JACKS CREEK,35.469,-88.5176
202103,157121,950328,4,0.64,E,JACKS CREEK,35.4715,-88.5188
202103,157121,950332,1,5.0,SW,SALTILLO,35.3288,-88.2827
202103,156997,948996,1,0.0,N,FINGER,35.37,-88.6
202103,156997,948997,1,2.68,ESE,FALCON,35.1397,-88.5742
202103,156997,948998,1,2.46,SSW,MARTIN CAMP,35.1682,-88.5196
202103,156997,948999,1,0.0,N,STANTONVILLE,35.17,-88.43
202103,156997,949000,1,0.0,N,SAVANNAH,35.23,-88.25
202101,155893,940420,1,5.0,NW,DYERSBURG,36.0812,-89.4433
202101,155891,940424,1,2.54,SSW,GERMANTOWN,35.049,-89.8441
202101,155891,940425,1,0.0,N,WHITEHAVEN,35.02,-90.03
202101,155891,940426,1,1.07,NNW,FOREST HILL,35.0843,-89.7772
202101,155891,940427,1,3.5,ENE,CAPLEVILLE,35.0314,-89.8597
202101,155891,940428,1,1.7,E,CAPLEVILLE,35.0208,-89.89
202101,155891,940429,1,1.41,W,ELBA,35.1176,-89.6047
202101,155891,940429,2,0.44,NW,ELBA,35.1252,-89.5844
202101,156047,941590,1,4.48,ENE,BELDON,36.62,-87.1431
202101,156047,941591,1,0.0,N,KIMMINS,35.62,-87.55
202101,156047,941592,1,1.51,WNW,MT OLIVE,35.8847,-86.4763
202101,156047,941593,1,0.0,N,CENTERVILLE,35.78,-87.47
202105,157100,949546,1,0.56,E,FENNEL STORE,36.17,-83.61
202105,157100,949548,1,0.89,SW,SHARPS CHAPEL,36.34,-83.81
202105,157825,953955,1,1.49,NNE,MORRISTOWN ARPT,36.2,-83.36
202105,157825,953947,1,0.69,S,LEINART,36.11,-84.18
202105,157825,953949,1,3.11,WNW,ALPHA,36.2,-83.43
202105,157825,953950,1,2.66,NW,ALPHA,36.21,-83.41
202105,157825,953951,1,0.89,NW,NEW LINE,36.21,-83.34
202105,157825,953952,1,0.69,N,HAMPTON,36.29,-82.17
202105,157825,953954,1,1.31,WSW,ALPHA,36.17,-83.4
202103,157248,951891,1,0.47,ENE,BETHEL,35.8032,-87.1127
202103,157248,951891,2,0.78,NE,BETHEL,35.8092,-87.1119
202103,157248,951891,3,1.72,E,THETA,35.7804,-87.0193
202103,157248,951891,4,0.57,ENE,SPRING HILL,35.7525,-86.9202
202103,157248,951891,5,0.89,SSE,SPRING HILL,35.7387,-86.9223
202103,157248,951927,1,0.73,S,MT JULIET,36.1895,-86.5188
202106,158464,958009,1,1.78,SW,WHITE PINE,36.1,-83.3
202105,156776,958311,1,0.89,NE,PROSPECT,35.09,-86.57
202105,156776,958312,1,0.89,NE,WINCHESTER,35.19,-86.11
202105,158423,957680,1,1.02,SSW,RUDDERVILLE,35.8373,-86.7593
202105,158423,957680,2,0.55,SSE,RUDDERVILLE,35.8424,-86.7468
202105,158424,957709,1,0.66,W,WILHITE,36.1309,-85.5318
202105,158424,957709,2,0.71,NNE,SHADY GROVE,36.19,-85.3168
202105,158424,957710,1,1.01,N,OKALONA,36.3346,-85.3294
202105,158424,957710,2,0.85,NW,BETHLEHEM,36.3378,-85.3118
202105,158420,957681,1,0.91,WNW,ST BETHLEHEM,36.5866,-87.3142
202103,157247,950508,1,1.98,WSW,GAITHERVILLE,35.2365,-87.401
202103,157247,950508,2,1.87,SW,GAITHERVILLE,35.2339,-87.3966
202103,157247,950508,3,2.19,SW,GAITHERVILLE,35.2303,-87.4005
202103,157247,950508,4,2.33,WSW,GAITHERVILLE,35.2331,-87.4057
202103,157247,950509,1,0.61,SE,HENRYVILLE,35.3937,-87.3925
202103,157247,950509,2,0.63,ESE,HENRYVILLE,35.3956,-87.3903
202103,157247,950509,3,1.08,SE,HENRYVILLE,35.3895,-87.3859
202103,157247,950509,4,1.62,SE,HENRYVILLE,35.381,-87.3832
202103,157247,950509,5,1.59,SSE,HENRYVILLE,35.3799,-87.3864
202106,158467,958017,1,0.0,N,CONCORD,35.87,-84.13
202106,158468,958018,1,0.89,SE,LUTHER,36.46,-83.24
202106,158468,958019,1,1.38,N,SHADY GROVE,36.12,-84.67
202106,158468,958020,1,2.07,N,WARTBURG,36.13,-84.6
202105,158420,957682,1,0.84,NNE,COLESBURG,36.0817,-87.3456
202105,158420,957683,1,0.0,N,GORMAN,36.1,-87.7
202105,158420,957685,1,0.0,N,PORT ROYAL,36.55,-87.15
202105,158420,963679,1,0.0,N,ETHRIDGE,35.32,-87.32
202105,158420,963680,1,0.0,N,LAWRENCEBURG,35.25,-87.33
202105,158420,963681,1,1.33,SE,BETHEL,35.7879,-87.1016
202105,158420,957687,1,1.1,NNW,SPRINGFIELD,36.5155,-86.8841
202105,158421,963752,1,1.6,NNE,CASTALIAN SPGS,36.4226,-86.3137
202105,158421,963752,2,2.3,SSE,CHIPMAN,36.4177,-86.2701
202105,158421,957919,1,1.08,SW,MC ALLISTERS XRDS,36.3397,-87.3647
202103,157247,950510,1,2.92,SSE,HENRYVILLE,35.3631,-87.375
202103,157247,950510,2,2.94,NNW,NORTH XRDS,35.3582,-87.373
202103,157247,950510,3,2.81,NW,NORTH XRDS,35.3507,-87.3827
202103,157247,950510,4,3.16,NW,NORTH XRDS,35.354,-87.3875
202103,157247,950513,1,2.07,NNW,NORTH XRDS,35.3468,-87.3665
202103,157247,950513,2,2.17,N,NORTH XRDS,35.3509,-87.357
202103,157247,950513,3,2.12,N,NORTH XRDS,35.3506,-87.3527
202103,157247,950513,4,1.84,N,NORTH XRDS,35.3465,-87.3532
202103,157247,950513,5,1.9,NNW,NORTH XRDS,35.3446,-87.3649
202103,157247,950516,1,1.01,SE,WAYNESBORO,35.3081,-87.7597
202103,157247,950516,2,1.02,SE,WAYNESBORO,35.3082,-87.7592
202103,157247,950516,3,1.05,SE,WAYNESBORO,35.3077,-87.7589
202103,157247,950516,4,1.04,SE,WAYNESBORO,35.3076,-87.7595
202103,157247,950525,1,1.85,NNE,BRACE,35.3952,-87.3091
202103,157247,950525,2,1.77,NW,ALEXANDER SPGS,35.3946,-87.3059
202103,157247,950525,4,1.57,NNE,BRACE,35.3907,-87.3088
202103,157247,950525,3,1.6,WNW,ALEXANDER SPGS,35.3907,-87.3052
202103,157247,950526,1,0.64,ESE,HENRYVILLE,35.3948,-87.3905
202103,157247,950526,2,0.69,ESE,HENRYVILLE,35.3945,-87.3898
202103,157247,950526,3,0.69,SE,HENRYVILLE,35.3931,-87.3911
202103,157247,950526,4,0.64,SE,HENRYVILLE,35.3936,-87.3918
202103,157247,950527,1,0.99,SSW,BEREA,35.2561,-86.974
202103,157247,950527,2,0.85,SSE,BEREA,35.2591,-86.963
202103,157247,950527,3,1.32,NNW,WACO,35.3987,-87.0248
202103,157247,950527,4,2.52,N,LIBERTY HILL,35.3658,-87.2087
202103,157247,950527,5,2.73,NW,RIVERSBURG,35.2987,-87.0832
202106,158468,958021,1,0.56,E,BUFFALO,36.13,-84.37
202106,158468,958022,1,3.89,W,YOUNT TOWN,36.43,-83.3
202106,158468,958023,1,0.89,NW,SPEEDWELL,36.46,-83.88
202105,158420,957688,1,1.05,WSW,BLONDY,35.5629,-87.5465
202105,158420,957684,1,0.7,S,CEDAR HILL,36.54,-86.9994
202105,158420,957689,1,0.33,SSW,RIDGETON,36.3956,-86.7723
202105,158420,957690,1,0.16,NNE,DONELSON,36.1719,-86.6485
202105,158420,957686,1,4.01,SSW,COOPERTOWN,36.3778,-86.9815
202105,158420,957691,1,0.57,N,TULIP GROVE,36.2082,-86.6007
202105,158420,957699,1,1.6,N,(BNA)NASHVILLE METRO,36.153,-86.6829
202105,158421,957925,1,0.99,WSW,WHITE HOUSE,36.466,-86.6671
202105,158421,957925,2,1.18,NE,TWO CHESNUT,36.4623,-86.6052
202105,158421,957936,1,0.0,N,HARTSVILLE,36.4,-86.17
202105,158421,957712,1,0.0,N,TIMOTHY,36.48,-85.4
202103,157178,950197,1,1.6,WNW,NASHVILLE CORNELIA F,36.1892,-86.7262
202103,157178,950198,1,1.32,WNW,MT HERMAN,35.38,-86.5
202103,157178,950346,1,2.17,NW,ROCKY FORK,35.95,-86.61
202103,157178,950346,2,1.78,NW,ROCK SPGS,35.97,-86.57
202103,157247,950528,4,1.18,E,HENRYVILLE,35.3977,-87.3792
202103,157247,950528,1,0.58,ESE,HENRYVILLE,35.3955,-87.3912
202103,157247,950528,2,0.74,E,HENRYVILLE,35.4,-87.3869
202103,157247,950528,3,1.18,E,HENRYVILLE,35.4003,-87.3791
202103,157247,950528,5,0.74,ESE,HENRYVILLE,35.3943,-87.389
202103,157247,950532,1,0.7,SE,HENRYVILLE,35.393,-87.391
202103,157247,950532,2,0.71,ESE,HENRYVILLE,35.3943,-87.3894
202103,157247,950532,3,0.64,ESE,HENRYVILLE,35.3952,-87.3903
202103,157247,950532,4,0.61,SE,HENRYVILLE,35.394,-87.392
202103,157247,950534,1,1.84,SE,BODENHAM,35.2127,-87.1452
202103,157247,950534,2,1.54,ESE,BODENHAM,35.2255,-87.1433
202103,157247,950534,3,1.82,ESE,BODENHAM,35.222,-87.1393
202103,157247,950534,4,2.05,SE,BODENHAM,35.2124,-87.1408
202103,157247,950540,1,1.77,NNE,WOODROW,35.1926,-86.8354
202103,157247,950540,2,1.73,NNW,DIANA,35.3014,-86.886
202103,157247,950540,3,1.36,WNW,BIVENS,35.4073,-86.9925
202103,157247,950540,4,3.14,WSW,YOKLEY,35.4056,-87.1728
202103,157247,950540,5,1.59,SE,BODENHAM,35.211,-87.1541
202103,157247,950543,1,0.0,N,LAWRENCEBURG,35.25,-87.33
202103,157248,950548,1,1.78,WNW,AETNA,35.6607,-87.5489
202106,158468,958024,1,1.38,S,ONEIDA SCOTT ARPT,36.43,-84.58
202106,158468,958025,1,1.38,S,DILLEY,36.51,-83.92
202106,158468,958026,1,0.69,S,COPPER RIDGE,36.12,-83.92
202105,158420,957694,1,1.04,NW,MALLORYS,35.9614,-86.8123
202105,158420,957698,1,5.57,NE,BERRYS CHAPEL,36.0328,-86.8175
202105,158420,957701,1,1.91,NNE,WILLIAMS,36.5765,-86.0403
202105,158420,957702,1,1.0,S,HALES CAMP,35.9856,-86.5003
202105,158420,957703,1,0.86,W,SANDHILL,36.0321,-86.5651
202105,158420,957692,1,1.08,E,WEBBER CITY,35.3497,-87.2808
202105,158421,957711,1,2.58,WSW,FAIRVIEW,36.5315,-85.3605
202105,158421,957918,1,0.0,N,DOVER,36.48,-87.83
202105,158421,957921,1,0.0,N,CEDAR HILL,36.55,-87.0
202105,158421,957945,1,2.12,SSE,TALOME,35.8726,-86.0129
202105,158421,957947,1,2.39,WSW,LIVINGSTON,36.3675,-85.36
202105,158421,963884,1,0.9,ENE,BOOZ,36.3246,-85.2149
202103,157178,950347,1,1.78,SE,VESTA,36.05,-86.4
202103,157178,950347,2,1.81,WNW,HURRICANE,36.06,-86.35
202103,157178,950348,1,2.42,W,FORTY EIGHT CREEK BR,35.3338,-87.7127
202103,157178,950348,2,4.96,NNE,NORTH HIGHLAND,35.3989,-87.5754
202106,158468,958027,1,1.12,W,CORINTH,36.07,-83.9
202106,158468,958028,1,2.82,NNE,RIDENOUR,36.27,-83.94
202106,158468,958029,1,0.69,S,AVONDALE SPGS,36.29,-83.5
202106,158468,958030,1,0.69,S,OAK GROVE,36.54,-83.48
202105,158370,963111,1,0.65,N,CROCKETT,36.3094,-89.0293
202105,158420,957693,1,0.66,SW,GAITHERVILLE,35.2428,-87.3777
202105,158420,957695,1,0.9,SW,WESTWOOD,35.5899,-87.0903
202105,158420,957696,1,0.0,N,COLUMBIA,35.62,-87.05
202105,158421,957920,1,1.49,NNE,FREDONIA,36.45,-87.21
202105,158421,957929,1,0.0,N,HAMPSHIRE,35.6,-87.3
202105,158421,957931,1,0.0,N,GALLATIN,36.4,-86.45
202105,158421,957948,1,2.0,N,HENSLEYS CHAPEL,35.9488,-85.5264
202105,158421,957948,2,0.87,SSW,FINDLAY,35.9386,-85.4865
202105,158421,957949,1,1.96,S,RAGSDALE,35.4718,-86.024
202105,158421,957950,1,0.48,ENE,RED HILL,35.452,-86.0418
202103,157178,950349,1,3.54,S,VOORHIES,35.3989,-87.5754
202103,157178,950349,2,2.03,ENE,NAPIER,35.4444,-87.4486
202103,157178,950350,1,3.99,WNW,BARNESVILLE,35.4444,-87.4486
202103,157178,950350,2,2.62,NW,BARNESVILLE,35.4578,-87.4116
202106,158468,958031,1,0.56,E,DILLEY,36.53,-83.91
202106,158468,958032,1,1.32,WNW,LAKESIDE,35.63,-84.3
202106,158468,958033,1,0.89,NE,SINGLETON,35.86,-83.96
202106,158468,958034,1,0.69,S,LANIER,35.61,-84.1
202105,157094,953016,1,2.0,E,PIGEON FORGE,35.78,-83.5143
202105,157094,953016,2,1.5,S,PIGEON FORGE,35.7583,-83.55
202105,157094,953016,3,2.0,W,PIGEON FORGE,35.78,-83.5857
202105,157094,953016,4,2.0,NW,PIGEON FORGE,35.8005,-83.5752
202105,157094,953016,5,3.0,NNE,PIGEON FORGE,35.8201,-83.5295
202105,158420,957697,1,1.02,S,RALLY HILL,35.6553,-86.8315
202105,158420,957700,1,0.0,N,LYNNVILLE,35.38,-87.0
202105,158420,957706,1,0.28,ENE,ASHWOOD,35.5817,-87.1455
202105,158420,957704,1,0.0,N,FLAT CREEK,35.4,-86.42
202105,158420,957705,1,1.33,E,TULLAHOMA,35.3729,-86.2067
202105,158421,957932,1,2.62,NW,SUMMERTOWN,35.4541,-87.3358
202105,158421,957933,1,0.0,N,TULIP GROVE,36.2,-86.6
202105,158421,963691,1,1.89,NNE,HUBERTVILLE,36.5732,-86.7618
202105,158421,963691,2,1.11,W,REUBENSVILLE,36.5776,-86.5997
202105,158421,957951,1,0.0,N,PLEASANT HILL,35.97,-85.18
202105,158421,957952,1,1.43,NE,PEAVINE,36.042,-84.879
202105,158421,957953,1,1.54,S,CLOUSE HILL,35.2581,-85.7952
202105,158421,957953,2,1.55,SW,SUMMERFIELD,35.2552,-85.7906
202103,157178,950351,1,4.3,ENE,NAPIER,35.4578,-87.4116
202103,157178,950351,2,7.39,ENE,NAPIER,35.4762,-87.3615
202103,157180,950154,1,0.0,N,CENTERVILLE,35.78,-87.47
202103,157247,950505,1,4.26,N,HOUSTON,35.3117,-87.931
202103,157247,950505,2,3.6,N,HOUSTON,35.302,-87.9343
202103,157247,950505,3,3.64,NNE,HOUSTON,35.3014,-87.9155
202103,157247,950505,4,4.39,N,HOUSTON,35.3124,-87.9152
202103,157247,950506,1,1.78,NW,SOUTH HIGHLAND,35.25,-87.77
202103,157247,950506,2,2.29,NNW,SOUTH HIGHLAND,35.2594,-87.7689
202103,157247,950506,3,2.13,NNW,SOUTH HIGHLAND,35.2593,-87.7618
202103,157247,950506,4,1.13,NW,SOUTH HIGHLAND,35.242,-87.7637
202106,158468,958035,1,0.0,N,ROCKWOOD,35.87,-84.68
202106,158469,958037,1,1.32,WSW,BIG CREEK,35.46,-84.32
202106,158469,958038,1,0.89,NW,TAZEWELL,36.46,-83.58
202106,158469,958039,1,1.77,SW,SAND LICK,36.38,-83.69
202106,158469,958040,1,0.89,SE,HICKORY STAR LNDG,36.27,-83.81
202106,158469,958041,1,2.15,SSW,NEW LOYSTON,36.2,-83.93
202106,158469,958042,1,0.56,E,CLINTON,36.12,-84.12
202105,158421,963688,1,2.14,WSW,FOREST GROVE,36.3534,-86.9124
202105,158421,963688,2,2.82,NE,JOELTON,36.3474,-86.8324
202105,158421,963686,1,0.61,ENE,PINNACLE,36.3537,-86.92
202105,158421,963686,2,1.01,ENE,PINNACLE,36.3534,-86.9124
202105,158421,957928,1,1.57,NNE,CLEARVIEW,36.5723,-86.5942
