YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE
201707,116836,702612,4,0.61,SE,RICHLAND,36.145,-86.8709
201711,121015,724576,1,2.26,S,SUGGS CREEK,36.0875,-86.4955
201711,121015,724576,2,1.69,E,GLADEVILLE,36.1204,-86.3898
201707,116841,702793,1,0.96,SW,CLUB SPGS,36.159,-85.8605
201707,116841,702793,2,0.83,SW,CLUB SPGS,36.1602,-85.8587
201707,116841,702793,3,0.89,SSW,CLUB SPGS,36.1586,-85.8576
201707,116841,702793,4,1.01,SSW,CLUB SPGS,36.1576,-85.8595
201707,116841,702795,1,2.5,SW,NASHVILLE,36.1457,-86.8132
201707,116841,702795,2,2.2,SW,NASHVILLE,36.1475,-86.8078
201707,116841,702795,3,0.57,NW,GLENCLIFF,36.1255,-86.7076
201707,116841,702795,4,0.09,W,GLENCLIFF,36.1201,-86.7016
201707,116841,702795,5,0.27,WSW,GLENCLIFF,36.1188,-86.7045
201707,116841,702795,6,2.51,SW,NASHVILLE,36.1437,-86.8112
201707,116841,702796,1,1.72,SE,DONELSON,36.1527,-86.6279
201707,118754,713338,2,1.61,SE,SUMMERTOWN,35.4127,-87.2808
201707,118754,713338,3,0.94,NW,ALEXANDER SPGS,35.3888,-87.2927
201707,118754,713338,4,1.54,NNE,BRACE,35.3894,-87.3065
201707,118754,713338,1,1.29,SE,SUMMERTOWN,35.4192,-87.2814
201707,118754,713341,1,2.12,WNW,PINE VIEW,35.7371,-87.9668
201707,118754,713341,2,3.16,WNW,LINDEN PERRY CO ARPT,35.618,-87.9318
201707,118754,713341,3,7.05,E,SUGAR HILL,35.5504,-87.6946
201707,118754,713341,4,9.12,E,CHESTNUT GROVE,35.6057,-87.6605
201707,118754,713341,5,5.16,ENE,CHESTNUT GROVE,35.6539,-87.7329
201707,118754,713341,6,0.65,NE,PINE VIEW,35.7369,-87.922
201707,116836,702613,1,0.68,NNW,NEWSOM,36.0889,-87.0051
201707,116836,702616,1,0.72,SSW,LILLAMAY,36.2198,-87.0529
201707,116836,702616,2,0.69,SSE,LILLAMAY,36.2216,-87.0435
201707,116836,702616,3,1.84,SSW,GRAVELOTTE,36.2042,-87.0282
201707,116836,702616,4,1.95,S,LILLAMAY,36.2023,-87.0435
201707,116836,702617,1,1.24,WNW,EDGEFIELD,36.3386,-85.9194
201707,116836,702617,3,0.05,ESE,DEFEATED,36.3197,-85.8991
201707,116836,702617,4,1.1,W,DEFEATED,36.319,-85.9197
201707,116836,702617,2,0.72,NNE,EDGEFIELD,36.34,-85.896
201707,116838,702580,1,0.0,N,WAVERLY,36.08,-87.8
201707,116839,702591,1,2.34,ESE,DALE HOLLOW,36.534,-85.4129
201707,116839,702593,1,1.02,SW,LIVINGSTON ARPT,36.391,-85.3345
201707,116839,702593,2,0.81,ESE,LIVINGSTON,36.3773,-85.3058
201707,116839,702594,1,1.15,S,ALLRED,36.3134,-85.1813
201707,116839,702598,1,0.12,NNW,COOKEVILLE,36.1716,-85.5007
201711,121015,724575,1,2.46,NNW,J PERCY PRIEST RES S,36.0818,-86.5197
201711,121015,724575,2,2.6,N,J PERCY PRIEST RES S,36.0875,-86.4955
201711,121015,727751,1,2.96,W,JOELTON,36.3277,-86.9223
201711,121015,727751,2,0.24,NNW,JOELTON,36.323,-86.8721
201711,121015,724569,1,0.65,NW,JOELTON,36.327,-86.8778
201711,121015,724569,2,1.92,NNW,LICKTON,36.3246,-86.8358
201707,118754,713345,1,1.14,W,WEBBER CITY,35.3496,-87.3203
201707,118754,713352,1,0.65,NNE,LAWRENCEBURG,35.2589,-87.3265
201707,118754,713352,2,1.04,NNE,LAWRENCEBURG,35.2644,-87.3244
201707,118754,713352,3,1.15,NE,LAWRENCEBURG,35.2635,-87.3179
201707,118754,713352,4,0.69,NNE,LAWRENCEBURG,35.2587,-87.3238
201707,118754,713356,5,0.44,WNW,MITCHELVILLE,35.8033,-86.1567
201707,118754,713356,1,0.83,NW,MITCHELVILLE,35.8095,-86.1589
201707,118754,713356,2,1.95,NE,MITCHELVILLE,35.8158,-86.1211
201707,118754,713356,3,2.31,NW,PLEASANT VIEW,35.7687,-86.0342
201707,118754,713356,4,1.49,NNE,SHEYBOGAN,35.7699,-86.0598
201707,118754,713357,1,0.0,W,PULASKI,35.2,-87.02
201707,116839,713164,1,0.62,NNE,COOKEVILLE,36.1784,-85.496
201707,116839,713164,2,1.21,ENE,WILHITE,36.1371,-85.5002
201707,116839,713164,3,2.09,NW,CANEY FORK,36.138,-85.4802
201707,116839,713164,4,1.82,SE,COOKEVILLE,36.1524,-85.4757
201707,116839,713164,5,1.02,NE,COOKEVILLE,36.1812,-85.488
201707,116839,713166,1,1.41,NNE,CORINTH,36.2992,-85.8212
201707,118754,713358,1,0.0,N,DUNN,35.2,-87.35
201711,121015,726770,1,0.55,W,WOODS VLY,36.2995,-87.4099
201711,121015,726770,2,0.73,NE,WOODS VLY,36.3086,-87.3925
201707,116842,702798,1,0.0,N,WATERTOWN,36.1,-86.13
201707,116842,702800,1,1.18,SSE,ROCK CITY,36.254,-86.0427
201707,116842,702801,1,0.93,WNW,BELLEVUE,36.0731,-86.9463
201707,116842,702802,1,1.78,NW,GORDONSVILLE,36.19,-85.95
201707,116842,702802,2,0.66,WSW,GORDONSVILLE,36.1678,-85.9416
201707,116842,702803,1,0.0,N,ROME,36.27,-86.07
201707,118710,717151,1,1.56,E,BLOOMINGTON SPGS,36.1962,-85.5925
201711,121015,724574,1,1.26,NNE,FOUR CORNERS,36.0676,-86.574
201711,121015,724574,2,2.11,SE,COUCHVILLE,36.0818,-86.5197
201707,118754,713360,1,4.48,SSW,GORDONSBURG,35.51,-87.46
201707,118754,713361,1,0.92,E,HOHENWALD,35.5509,-87.5536
201707,118754,713362,1,2.01,NW,HOHENWALD BAKER ARPT,35.5681,-87.628
201707,118754,713364,1,2.52,NW,MOCCASIN,35.4276,-87.7793
201707,118754,713365,1,0.87,WNW,GAITHERVILLE,35.2546,-87.3845
201707,118754,713366,1,0.0,N,HOHENWALD,35.55,-87.57
201707,116842,702805,1,0.0,N,HICKMAN,36.15,-85.93
201707,116837,702604,1,2.22,SW,GREEN HILL,36.2036,-86.5726
201707,116838,702587,1,3.94,NW,MC EWEN,36.161,-87.6791
201707,116838,702587,2,4.56,N,MC EWEN,36.1859,-87.6242
201707,116837,702605,1,0.59,W,LAWRENCEBURG,35.2514,-87.3402
201707,116837,702605,2,1.31,NE,LAWRENCEBURG,35.2656,-87.3168
201707,116837,702606,1,0.85,E,FOUR CORNERS,36.0523,-86.5651
201707,116837,702608,1,1.54,NNW,BELLE MEADE,36.12,-86.8824
201707,116837,702608,2,1.32,NW,BELLE MEADE,36.1147,-86.8851
201707,116837,702608,3,1.54,NW,BELLE MEADE,36.1157,-86.8896
201707,116837,702608,4,1.73,E,WEST MEADE,36.1224,-86.8892
201707,116837,702609,1,1.03,NNE,LAWRENCEBURG,35.2642,-87.3244
201707,116837,702609,2,1.17,NE,LAWRENCEBURG,35.2634,-87.3174
201707,116837,702609,3,0.36,E,LAWRENCEBURG,35.2497,-87.3237
201707,116837,702609,4,0.07,WNW,LAWRENCEBURG,35.2505,-87.3311
201707,116841,702790,1,0.92,NE,LEBANON,36.2295,-86.2885
201707,116841,702790,2,1.18,WSW,BELLWOOD,36.2436,-86.1697
201707,116841,702790,3,1.5,SW,BELLWOOD,36.2345,-86.1689
201707,116841,702790,4,0.62,ENE,LEBANON,36.2224,-86.2894
201707,116835,702572,1,0.77,ENE,FREDONIA,35.5335,-86.107
201707,116835,702573,1,1.67,ENE,RAGSDALE,35.5101,-85.9931
201707,116835,702574,1,0.0,N,CELINA,36.55,-85.5
201707,116835,702577,1,2.91,NNE,BUTLERS LNDG,36.5203,-85.5548
201707,116835,702578,1,0.52,W,CELINA,36.5512,-85.5092
201707,116835,702578,2,0.43,W,CELINA,36.5508,-85.5076
201707,116835,702578,3,0.8,SSW,CELINA,36.5395,-85.506
201707,116835,702578,4,0.93,SSW,CELINA,36.538,-85.5078
201707,116835,702578,5,0.7,SW,CELINA,36.5436,-85.5097
201703,114735,688248,1,1.81,SSE,WRIGLEY,35.8744,-87.3434
201703,114735,688253,1,0.0,N,COLUMBIA,35.62,-87.05
201703,114683,687923,1,0.0,N,ROCKVALE,35.75,-86.55
201703,114744,688313,1,0.0,N,HARTSVILLE,36.4,-86.17
201703,114744,689853,1,0.53,E,HURRICANE,36.0509,-86.3105
201703,114683,687945,1,1.37,NE,SHEYBOGAN,35.7644,-86.0531
201703,114683,687970,1,1.0,E,MURFREESBORO,35.85,-86.4021
201703,114683,687893,1,1.18,WNW,WAYNESBORO,35.3249,-87.79
201703,114683,687908,1,0.0,N,PETERSBURG,35.32,-86.65
201703,114744,688296,1,1.37,NE,HURRICANE,36.0647,-86.3037
201703,114744,688302,1,2.22,NW,GREENWOOD,36.1735,-86.2571
201703,114735,688189,1,1.01,SE,RICHLAND,36.1409,-86.8659
201703,114735,688190,1,2.9,N,OAK HILL,36.1419,-86.819
201703,114683,687927,1,1.66,SE,CRESCENT,35.7341,-86.4278
201703,114683,687927,2,0.36,N,CHRISTIANA,35.7252,-86.4001
201703,114683,687941,1,1.19,SSE,HICKERSON,35.384,-86.1221
201703,114735,688196,1,0.19,WSW,NASHVILLE,36.1692,-86.7832
201703,114735,688198,1,1.84,NNE,NASHVILLE,36.1941,-86.766
201703,114683,687953,1,0.0,N,SUMMITVILLE,35.57,-86.0
201703,114744,688307,1,2.24,WSW,TUCKERS XRDS,36.1927,-86.2192
201703,114744,688308,1,2.13,E,LEBANON,36.2192,-86.2619
201703,114744,688312,1,3.09,NE,CENTERVILLE,36.3123,-86.1815
201703,114735,688193,1,1.68,WNW,NASHVILLE,36.1818,-86.8062
201703,114683,687929,1,2.07,E,OVERALL,35.8238,-86.4433
201703,114683,687894,1,3.38,SE,BLONDY,35.5425,-87.4803
201703,114683,687949,1,0.59,NNE,MANCHESTER,35.488,-86.0762
201703,114683,687903,1,0.0,N,BELLEVUE,36.07,-86.93
201703,114118,685022,1,0.51,WNW,ROCKLAND,36.303,-86.6383
201703,114118,685022,2,0.3,NNW,ROCKLAND,36.304,-86.6323
201703,114735,688204,1,1.01,NW,INGLEWOOD,36.2299,-86.7434
201703,114735,688205,1,0.0,N,GOODLETTSVILLE,36.32,-86.72
201703,114683,687930,1,2.26,S,MURFREESBORO,35.8177,-86.4261
201703,114683,687936,1,1.49,SSE,SMYRNA,35.96,-86.52
201703,114683,687936,2,1.64,SSE,SMYRNA,35.9583,-86.518
201703,114683,687936,3,1.76,SSE,SMYRNA,35.9561,-86.5191
201703,114683,687936,4,1.61,ENE,ROCK SPGS,35.9564,-86.5224
201703,114683,687936,5,1.47,SSE,SMYRNA,35.9601,-86.5207
201703,114683,687909,1,1.79,SSE,COLUMBIA,35.5966,-87.0364
201703,114118,685058,1,0.06,E,PORTLAND,36.58,-86.5189
201703,114118,685058,2,1.31,S,BRACKENTOWN,36.5812,-86.403
201703,114735,688255,1,0.0,N,LONG BRANCH,35.17,-87.43
201703,114683,687937,1,0.39,W,PLEASANT VIEW,35.7707,-86.307
201703,114683,687951,1,3.56,NE,FREDONIA,35.57,-86.08
201703,114683,687917,1,0.0,N,LEWISBURG,35.45,-86.8
201703,114683,687956,1,2.28,NE,CENTERTOWN,35.7442,-85.8923
201703,114683,687965,1,0.62,WNW,MC MINNVILLE ARPT FL,35.7028,-85.8405
201703,114735,688221,1,1.75,E,DOUBLE SPGS,36.1713,-85.5686
201703,114735,688221,2,2.59,NE,DOUBLE SPGS,36.1948,-85.5652
201703,114683,687896,1,1.7,SE,SUMMERTOWN,35.4103,-87.2817
201703,114735,688210,1,0.48,S,WHITE HOUSE,36.4631,-86.651
201703,114735,688238,1,0.22,E,DALE HOLLOW,36.5494,-85.446
201703,114735,688240,1,0.0,N,NUNNELLY,35.87,-87.48
201703,114683,687954,1,1.95,NW,SMARTT,35.6496,-85.855
201703,114683,687904,1,0.82,E,ETHRIDGE,35.3201,-87.3055
201703,114735,688215,1,0.0,N,SEWART AFB,36.0,-86.52
201703,114735,688216,1,0.0,N,GALLATIN,36.4,-86.45
201703,114683,687931,1,2.13,S,MURFREESBORO,35.8192,-86.4207
201703,114683,687960,1,0.0,N,MC MINNVILLE,35.68,-85.78
201703,114735,688241,1,0.0,N,NUNNELLY,35.87,-87.48
201703,114118,686035,1,1.87,N,MORENE,36.0971,-86.2501
201703,114118,686035,2,1.21,WSW,CHERRY VLY,36.0948,-86.1907
201703,114683,687938,1,1.59,WSW,DILLTON,35.7913,-86.3563
201703,114683,687892,1,0.0,N,WAYNESBORO,35.32,-87.77
201703,114735,688260,1,0.0,N,LAFAYETTE,36.52,-86.03
201703,114735,688280,1,1.74,SW,POPE,35.605,-88.0248
201703,114118,686873,1,1.66,SSE,GORMAN,36.0777,-87.6887
201703,114118,686873,2,2.2,ESE,GORMAN,36.0834,-87.6663
201703,114118,685074,2,0.89,SSE,HOLMES GAP,36.1076,-86.066
201703,114118,685074,1,0.15,ESE,CHERRY VLY,36.0989,-86.1678
201703,114735,688217,1,1.28,N,SILOAM,36.5682,-86.2158
201703,114735,688226,1,1.83,NW,BEELER HILL,36.2472,-85.3051
201703,114683,687906,1,0.0,N,DUNCANVILLE,35.45,-86.85
201703,114683,687958,1,0.0,N,CENTERTOWN,35.72,-85.92
201703,114683,687948,1,0.74,NE,MANCHESTER,35.4876,-86.0706
201703,114683,687950,1,0.89,SE,PLEASANT VIEW,35.74,-85.99
201703,114423,686600,1,0.96,NNW,DEASON,35.6128,-86.4364
201703,114423,686600,2,0.81,N,DEASON,35.6116,-86.428
201703,114683,687910,1,0.47,WNW,FRANKLIN,35.9234,-86.9072
201703,114683,689202,1,2.44,E,DIBRELL,35.823,-85.7366
201703,114735,688173,1,1.51,NE,PASQUO,36.0451,-86.9506
201703,114735,688174,1,1.31,WNW,OAK HILL,36.11,-86.84
201703,114683,687964,1,0.0,N,ALTAMONT,35.43,-85.73
201703,114735,688208,1,0.0,N,MILLERSVILLE,36.37,-86.7
201703,114735,688214,1,2.23,SE,TWO CHESNUT,36.4233,-86.5974
201703,114683,687967,1,1.79,S,LAWRENCEBURG,35.2245,-87.336
201703,114735,688256,1,0.77,E,SPRINGERS STATION,35.1491,-87.3664
201703,114735,688259,1,0.0,N,LAWRENCEBURG,35.25,-87.33
201703,114735,688228,1,1.53,SSW,UNION HILL,36.5297,-85.691
201703,114735,688230,1,0.0,N,CELINA,36.55,-85.5
201703,114683,687922,1,0.0,N,ROCKVALE,35.75,-86.55
201703,114683,687933,1,0.0,N,MURFREESBORO,35.85,-86.42
201703,114735,688284,1,1.15,SSE,LINDEN,35.606,-87.8388
201703,114683,687891,1,1.49,SSE,SUNRISE,35.66,-87.44
201703,114735,688166,1,0.0,N,SUMMERTOWN,35.43,-87.3
201703,114735,688242,1,0.0,N,LINDEN,35.62,-87.85
201703,114735,688244,1,0.0,N,LINDEN,35.62,-87.85
201703,114683,687899,1,0.0,N,SUMMERTOWN,35.43,-87.3
201703,114683,687900,1,1.63,N,LUNA,35.3935,-86.7512
201703,114683,687940,1,1.71,S,BURT,35.7453,-86.1291
201703,114735,688167,1,0.0,N,KINGFIELD,35.92,-87.05
201703,114683,687901,1,1.28,ENE,SUMMERTOWN,35.4385,-87.2798
201703,115026,690292,1,10.0,E,SPRINGFIELD,36.5,-86.7
201703,114683,687895,1,0.0,N,LEWISBURG,35.45,-86.8
201703,114683,687959,1,0.0,N,HILLSBORO,35.42,-85.98
201703,114735,688183,1,1.0,SW,OAK HILL,36.0918,-86.8347
201703,114735,688187,1,0.94,W,OAK HILL,36.1026,-86.8365
201703,114683,687969,1,5.63,E,PHIFERES,35.6593,-85.3507
201703,114735,688283,1,1.54,E,WAYNESBORO,35.3238,-87.743
201703,114735,690291,1,1.41,ESE,DODSON BRANCH,36.3093,-85.5084
201703,114118,685050,1,0.64,NW,HALES CAMP,36.0065,-86.5081
201703,114118,690294,1,1.18,WSW,MURFREESBORO ARPT,35.8761,-86.4006
201703,114683,687915,1,0.0,N,COLLEGE GROVE,35.78,-86.68
201703,114683,687935,1,3.12,SSE,MURFREESBORO,35.8089,-86.3972
201703,114683,687934,1,0.0,N,WARTRACE,35.53,-86.35
201703,114744,688288,1,1.26,W,BARFIELD,35.7799,-86.4724
201703,114744,688289,1,0.35,E,COMPTON,35.8992,-86.3438
201703,114744,688290,1,1.58,E,MONA,35.9813,-86.3917
201703,114744,688291,1,2.03,SSE,MORENE,36.0416,-86.2407
201703,114744,688292,1,1.42,S,BAIRDS MILLS,36.0796,-86.3273
201703,114683,687902,1,1.76,SSE,FLATWOODS,35.2778,-87.3347
201703,114744,688305,1,1.32,NW,DOAKS XRDS,36.1314,-86.249
201703,114744,688306,1,2.69,NW,GREENWOOD,36.1801,-86.2608
201705,115587,694207,1,0.78,WSW,SHADY GROVE,35.8947,-85.5923
201705,115587,694207,2,1.33,SSE,CAVE,35.8317,-85.4727
201705,115587,694151,1,1.94,SSE,WILHITE,36.1046,-85.505
201705,115587,694152,1,2.32,SSE,WILHITE,36.0981,-85.507
201705,115587,694209,1,0.0,N,FAIRFIELD GLADE,36.0,-84.88
201705,115587,694211,1,3.49,NNW,HOHENWALD BAKER ARPT,35.5991,-87.6142
201705,115587,694212,1,0.0,N,CAMP NAKAWANA,36.07,-85.2
201705,115587,694214,1,0.45,ENE,MAYLAND,36.0531,-85.1929
201705,115587,694218,1,2.22,NNW,LINARY,35.8994,-84.996
201705,115587,694154,1,1.05,ENE,LEBANON,36.228,-86.2841
201705,115587,694153,1,0.0,N,HARTSVILLE,36.4,-86.17
201705,115587,694219,1,0.41,NNE,POMONA,35.955,-85.1163
201705,115587,694220,1,1.67,SW,GRIMSLEY,36.25,-84.9968
201705,115587,694150,1,0.53,S,MUDSINK,35.9123,-86.8203
201705,115587,694205,1,0.51,N,FINDLAY,35.9574,-85.4792
201705,115587,694213,1,3.12,N,RILEY CREEK,35.5151,-86.2229
201705,115587,694147,1,1.81,ENE,GREENLAWN,36.26,-86.54
201705,115587,694217,1,1.69,E,LANTANA,35.8745,-85.0704
201705,115587,694217,2,2.47,W,LINARY,35.8635,-85.0234
201705,115587,694228,1,1.3,WNW,DORTON,35.9565,-84.9919
201705,115587,702592,1,2.17,S,WATERLOO,36.2689,-85.4646
201705,115587,702592,2,2.81,S,ANDERSON,36.1301,-85.2394
201705,115587,694146,1,1.84,ESE,EAST SIDE,36.0186,-87.2403
201705,115587,694172,1,0.0,N,BAXTER,36.15,-85.63
201705,115589,694135,1,0.0,N,DICKSON,36.08,-87.38
201705,115587,694230,1,0.0,N,COLUMBIA,35.62,-87.05
201705,115587,694140,1,3.04,E,MIDWAY,36.5758,-85.5457
201705,115587,694141,1,2.02,ESE,FT HENRY,36.4658,-87.9881
201705,115587,694199,1,0.0,N,PLEASANT HILL,35.97,-85.18
201705,115584,694123,1,1.13,NE,ROCK BRIDGE,36.5331,-86.3678
201705,115584,694126,1,0.55,WNW,OCANA,36.3817,-86.5596
201705,115584,694126,2,0.28,ENE,OCANA,36.3821,-86.5457
201705,115584,694126,3,1.55,S,PEYTONA,36.3476,-86.5221
201705,115584,694126,4,1.52,NE,AVONDALE,36.3445,-86.5294
201705,115584,694126,5,1.26,S,OCANA,36.3619,-86.5531
201705,115587,694164,1,1.31,ENE,BAPTIST RIDGE,36.4905,-85.5004
201705,115587,694165,1,2.1,ESE,DOWELLTOWN,36.0104,-85.8944
201703,114735,688168,1,3.66,NNW,FOREST HOME,36.03,-86.9516
201703,114735,688258,1,1.04,ESE,SPRINGERS STATION,35.1462,-87.3621
201703,114423,686117,1,0.99,SE,CRAIGFIELD,35.9111,-87.1661
201705,115587,694148,1,0.48,SE,GALLATIN,36.3953,-86.4437
201705,115587,694149,1,1.51,W,CEDAR GROVE,36.3474,-86.4769
201705,115587,694231,1,1.85,N,PARK STATION,35.5568,-86.9318
201705,115587,694232,1,3.0,N,CHAPEL HILL,35.6734,-86.7
201705,115587,694193,1,1.05,NE,BLOOMINGTON SPGS,36.2122,-85.6088
201705,115587,694193,2,1.36,ENE,CANEY FORK,36.1287,-85.4281
201705,115587,694196,1,4.49,NW,JEREMIAH,36.2689,-85.4646
201705,115587,694196,2,2.19,SE,MONTEREY,36.1301,-85.2394
201703,114118,683437,1,0.83,SW,OAK GROVE,35.9903,-87.4888
201703,114735,688334,1,8.13,E,SUGAR HILL,35.5563,-87.6756
201703,114735,688334,2,9.16,E,SUGAR HILL,35.5613,-87.6576
201705,115587,694143,1,2.86,NE,STRINGTOWN,36.5078,-87.5319
201705,115587,694142,1,0.0,N,CLARKSVILLE,36.53,-87.35
201705,115587,694221,1,0.0,N,RINNIE,36.15,-85.03
201705,115587,694222,1,2.12,S,POMONA,35.9195,-85.1235
201705,115587,694166,1,0.0,N,GAINESBORO,36.35,-85.65
201705,115586,694238,1,2.62,WNW,ROME,36.29,-86.11
201705,115586,694239,1,1.26,E,(BNA)NASHVILLE METRO,36.1332,-86.6578
201705,115586,694240,1,2.15,NNW,WESTPOINT,35.16,-87.54
201705,115583,694108,1,0.16,ESE,BETHPAGE,36.4791,-86.3174
201705,115583,694108,2,0.49,ENE,BETHPAGE,36.4831,-86.3121
201705,115583,694108,3,0.61,E,BETHPAGE,36.4817,-86.3092
201705,115583,694108,4,0.37,SE,BETHPAGE,36.4769,-86.3145
201705,115583,694109,1,0.0,N,BETHPAGE,36.48,-86.32
201703,114735,688195,1,2.03,SW,NASHVILLE,36.1486,-86.805
201705,115587,694167,1,1.25,NE,WRIGLEY,35.9113,-87.3325
201705,115583,694110,1,0.44,ESE,GREENLAWN,36.2469,-86.5631
201705,115587,694137,1,1.0,N,UNION HILL,36.5643,-85.6773
201705,115587,694136,1,2.0,S,KINGSTON SPGS,36.0711,-87.12
201705,115587,694202,1,0.0,N,LIVINGSTON,36.38,-85.32
201703,114735,688335,1,3.33,WNW,HOHENWALD BAKER ARPT,35.5613,-87.6576
201703,114735,688335,2,1.51,ENE,BLONDY,35.5821,-87.5076
201705,115587,694233,1,2.54,WSW,MT HERMAN,35.3568,-86.5221
201705,115587,694160,1,1.36,W,KEMPVILLE,36.3525,-85.8942
201705,115587,694161,1,0.0,N,ALEXANDRIA,36.08,-86.03
201705,115587,694204,1,0.0,N,PLEASANTVILLE,35.67,-87.7
201705,115586,694486,1,2.87,WNW,ROME,36.28,-86.12
201705,115586,694486,2,3.23,NNW,ROME,36.31,-86.1
201705,115587,694234,1,0.0,N,LAWRENCEBURG,35.25,-87.33
201705,115587,694144,1,0.0,N,ERIN,36.32,-87.7
201705,115587,694145,1,0.0,N,SPRINGFIELD,36.5,-86.88
201705,115583,694111,1,2.21,NE,GREENLAWN,36.276,-86.547
201703,114735,688200,1,2.62,E,RICHLAND,36.1494,-86.833
201705,115587,694226,1,1.86,SE,ARMOUR VLG,35.6135,-87.1437
201705,115587,694227,1,0.0,N,CLARKRANGE,36.18,-85.02
201705,115587,694170,1,0.0,N,BON AQUA,35.95,-87.33
201705,115587,694171,1,0.0,N,SMITHVILLE,35.97,-85.85
201705,115583,694112,1,0.26,N,LA GUARDO,36.3037,-86.4306
201705,115583,694112,2,0.41,NE,LA GUARDO,36.3038,-86.4243
201705,115583,694112,3,0.29,ESE,LA GUARDO,36.2986,-86.4251
201705,115583,694112,4,0.12,SW,LA GUARDO,36.2988,-86.4316
201705,115583,694113,1,0.48,ENE,LA GUARDO,36.302,-86.4217
201705,115585,694129,1,2.51,WNW,MORNY,36.2968,-86.9199
201705,115585,694130,1,1.51,ESE,BELLEVUE,36.0609,-86.9053
201705,115585,694131,1,0.0,N,WHITE HOUSE,36.47,-86.65
201705,115585,694132,1,1.29,W,CORINTH,36.578,-86.453
201705,115588,694133,1,0.62,NW,LIBERTY HILL,35.3352,-87.209
201705,115587,694139,1,2.33,NW,NEW HAVEN,36.5205,-87.8334
201705,115587,694138,1,0.0,N,MOSS,36.58,-85.62
201705,115584,694114,3,1.9,S,PORTLAND MUNI ARPT,36.5726,-86.4768
201705,115584,694114,4,1.0,E,WESTMORELAND,36.5687,-86.2321
201705,115584,694114,1,2.81,NW,OCANA,36.4136,-86.5785
201705,115584,694114,2,0.73,SSE,TWO CHESNUT,36.4412,-86.6128
201705,115584,694114,5,0.87,WNW,BETHPAGE,36.4844,-86.3347
201705,115584,694118,1,1.0,SE,WHITE HOUSE,36.4598,-86.6373
201705,115587,694162,1,0.59,SSW,PLANT,36.0117,-87.9225
201705,115587,694163,1,1.06,E,BUFFALO,35.8818,-87.8112
201708,118536,712138,1,4.14,SSW,CORONA,35.3645,-90.1078
201708,118536,712138,2,0.53,SSE,SLOANVILLE,35.3432,-89.9657
201708,119832,718461,1,0.8,SW,PISGAH,35.1614,-89.7294
201708,119832,718461,2,0.97,SW,PISGAH,35.1585,-89.7297
201708,119832,718461,3,0.87,SSW,PISGAH,35.1585,-89.7265
201708,119832,718461,4,0.67,SSW,PISGAH,35.1616,-89.7257
201708,119832,718463,1,0.0,N,BOLIVAR,35.27,-89.0
201708,119832,718463,2,1.75,W,BOLIVAR,35.2728,-89.0308
201708,119832,718463,3,1.42,SE,BOLIVAR HARDEMAN ARP,35.2047,-89.0332
201708,119832,718463,4,2.95,NNW,HEBRON,35.207,-88.9261
201708,119832,718463,5,3.09,ESE,SHANDY,35.2765,-88.9233
201708,119832,718464,1,2.25,WNW,ROCKPORT,35.9379,-88.0691
201708,119832,718464,2,1.62,WNW,ROCKPORT,35.9364,-88.0578
201708,119832,718464,3,2.45,WSW,ROCKPORT,35.9215,-88.0724
201708,119832,718464,4,2.79,W,ROCKPORT,35.9266,-88.0796
201708,119832,718738,1,1.36,WNW,CRUMP,35.2294,-88.3411
201708,119832,718738,2,1.76,W,BOX ELDER,35.2457,-88.3508
201708,118536,712139,1,1.25,SSE,ELLENDALE,35.2138,-89.8202
201708,118536,712139,2,1.63,SE,ELLENDALE,35.2127,-89.8103
201708,118536,712141,1,1.14,SW,MEMPHIS,35.1166,-90.0317
201708,118536,712141,2,1.03,SSW,MEMPHIS,35.1171,-90.0291
201708,118536,712141,3,1.21,SSW,MEMPHIS,35.1143,-90.0295
201708,118536,712141,4,1.27,SSW,MEMPHIS,35.1147,-90.0324
201708,118536,712143,1,2.28,ENE,FOREST HILL,35.0849,-89.734
201708,118536,712143,2,2.5,N,BAILEY,35.0858,-89.7238
201708,118536,712143,3,1.61,N,BAILEY,35.0731,-89.7254
201708,118536,712143,4,1.56,N,BAILEY,35.0723,-89.7348
201708,119832,718458,1,1.26,SSW,MEMPHIS,35.1134,-90.0294
201708,119832,718458,2,1.33,SSW,MEMPHIS,35.1134,-90.0319
201708,119832,718458,3,1.49,SSW,MEMPHIS,35.1105,-90.0312
201708,119832,718458,4,1.44,SSW,MEMPHIS,35.1108,-90.03
201708,119832,718739,1,0.23,SSW,OLIVEHILL,35.2669,-88.0316
201708,119832,718739,2,0.67,NW,OLIVEHILL,35.2755,-88.0397
201802,122806,735733,1,2.0,W,PIKEVILLE,35.6,-85.2356
201802,122806,735733,2,5.0,WNW,PIKEVILLE,35.6277,-85.2822
201802,122806,735733,3,8.0,NNW,PIKEVILLE,35.707,-85.2545
201802,122806,735733,4,7.0,N,PIKEVILLE,35.7013,-85.2
201802,122806,735735,1,5.0,NE,MAYNARDVILLE,36.3012,-83.7365
201802,122806,735735,2,5.0,SE,MAYNARDVILLE,36.1988,-83.7366
201802,122806,735735,3,5.0,SW,MAYNARDVILLE,36.1988,-83.8634
201802,122806,735735,4,5.0,NW,MAYNARDVILLE,36.3012,-83.8635
201802,122809,735783,1,2.0,NW,JASPER,35.1005,-85.655
